url;Field Label;Field Item 1
https://www.ethnologue.com/language/abc;Writing;Latin script [Latn].
https://www.ethnologue.com/language/abc;Other Comments;Do not mix with other Ayta groups. Affected by Mount Pinatubo eruption. Traditional religion, Christian.
https://www.ethnologue.com/language/abd;;Philippines
https://www.ethnologue.com/language/abd;ISO 639-3;abd
https://www.ethnologue.com/language/abd;Alternate Names;Abiyan, Agta, Camarinas Norte Agta
https://www.ethnologue.com/language/abd;Population;3,800 (Lobel 2010).
https://www.ethnologue.com/language/abd;Location;Bicol region: Camarines Norte province, Labo and Santa Elena municipalities.
https://www.ethnologue.com/language/abd;Language Maps;Northern Philippines
https://www.ethnologue.com/language/abd;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/abd;Classification;Austronesian, Malayo-Polynesian, Greater Central Philippine, Umiray Dumaget
https://www.ethnologue.com/language/abd;Dialects;None known. Lexical similarity: 67% with Alabat Agta [dul], 35% with Mt. Iriga Agta [agz].
https://www.ethnologue.com/language/abd;Language Use;Young people tend to prefer Tagalog [tgl] (Wurm 2007). Home. Used by a few children. Positive attitudes. Many also use Tagalog [tgl] (Wurm 2007).
https://www.ethnologue.com/language/abd;Language Resources;OLAC resources in and about Manide
https://www.ethnologue.com/language/abe;;Canada
https://www.ethnologue.com/language/abe;ISO 639-3;abe
https://www.ethnologue.com/language/abe;Alternate Names;Abenaki, Abenaqui, Alnombak, Saint Francis, Western Abnaki
https://www.ethnologue.com/language/abe;Autonym;Alnôbak
https://www.ethnologue.com/language/abe;Population;10 (Golla 2007). Total users in all countries: 14.
https://www.ethnologue.com/language/abe;Location;Quebec province: Odanak Reserve on Saint Francois river.
https://www.ethnologue.com/language/abe;Language Maps;Canada
https://www.ethnologue.com/language/abe;Language Status;8b (Nearly extinct). Language of recognized indigenous peoples: Odanak, Première Nation des Abénakis de Wôlinak.
https://www.ethnologue.com/language/abe;Classification;Algic, Algonquian, Eastern Algonquian, Abenaki
https://www.ethnologue.com/language/abe;Typology;Polysynthetic language
https://www.ethnologue.com/language/abe;Language Use;Elderly only.
https://www.ethnologue.com/language/abe;Language Development;Dictionary. Grammar. Bible portions: 1844. At least 3 communities, notably Abenaki Reserve, are attempting to revive the language.
https://www.ethnologue.com/language/abe;Language Resources;OLAC resources in and about Abenaki, Western
https://www.ethnologue.com/language/abe;Writing;Latin script [Latn].
https://www.ethnologue.com/language/abe;Other Comments;Used for source material for linguistic studies and language revival programs.
https://www.ethnologue.com/language/abf;;Malaysia
https://www.ethnologue.com/language/abf;ISO 639-3;abf
https://www.ethnologue.com/language/abf;Population;Ethnic population: 500 (2000 SIL).
https://www.ethnologue.com/language/abf;Location;Sabah: Kinabatangan river lower reaches.
https://www.ethnologue.com/language/abf;Language Maps;Malaysia: Sabah
https://www.ethnologue.com/language/abf;Language Status;7 (Shifting).
https://www.ethnologue.com/language/abf;Classification;Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Paitanic
https://www.ethnologue.com/language/abf;Dialects;None known. Distinct from other Paitanic languages (Upper Kinabatangan [dmg], Tombonuo [txa]).
https://www.ethnologue.com/language/abf;Language Use;Shifting to Standard Malay [zsm]. Neutral attitudes. Also use Sabah Malay [msi] (Wurm 2007).
https://www.ethnologue.com/language/abf;Language Resources;OLAC resources in and about Abai Sungai
https://www.ethnologue.com/language/abf;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/abf;Other Comments;Muslim.
https://www.ethnologue.com/language/abg;;Papua New Guinea
https://www.ethnologue.com/language/abg;ISO 639-3;abg
https://www.ethnologue.com/language/abg;Alternate Names;Abaga, Vaga, Wagaba
https://www.ethnologue.com/language/abg;Population;600 (2017 SIL). No monolinguals (2017 SIL). Ethnic population: 1,000 (2017 SIL).
https://www.ethnologue.com/language/abg;Location;Eastern Highlands province: Henganofi district, Dunantina valley, Kese village.
https://www.ethnologue.com/language/abg;Language Maps;Papua New Guinea, Map 10
https://www.ethnologue.com/language/abg;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/abg;Classification;Trans-New Guinea, Madang, Kalam-Kobon
https://www.ethnologue.com/language/abg;Dialects;None known. Abaga borrows heavily from Kamano [kbq] and Benabena [bef].
https://www.ethnologue.com/language/abg;Language Use;All domains. All ages. All also use Benabena [bef]. Also use Kamano [kbq].
https://www.ethnologue.com/language/abg;Language Resources;OLAC resources in and about Wagama
https://www.ethnologue.com/language/abh;;Tajikistan
https://www.ethnologue.com/language/abh;ISO 639-3;abh
https://www.ethnologue.com/language/abh;Alternate Names;Arabi, Bukhara Arabic, Buxara Arabic, Central Asian, Jugari, Tajiki Arabic
https://www.ethnologue.com/language/abh;Population;1,000 (2003 J. Leclerc). Total users in all countries: 6,000.
https://www.ethnologue.com/language/abh;Location;Khatlon province: Vakhsh valley, mainly small villages
https://www.ethnologue.com/language/abh;Language Maps;Afghanistan
https://www.ethnologue.com/language/abh;Language Status;6b (Threatened).
https://www.ethnologue.com/language/abh;Classification;Afro-Asiatic, Semitic, Central, South, Arabic
https://www.ethnologue.com/language/abh;Dialects;A member of macrolanguage Arabic [ara].
https://www.ethnologue.com/language/abh;Language Use;Only a few speak Arabic. Shifting to Tajiki [tgk]. No diglossia with Modern Standard Arabic [arb]. Also use Tajik [tgk].
https://www.ethnologue.com/language/abh;Language Resources;OLAC resources in and about Arabic, Tajiki Spoken
https://www.ethnologue.com/language/abh;Writing;Arabic script, Naskh variant [Arab].
https://www.ethnologue.com/language/abh;Other Comments;Endogamous, do not mix with speakers of other languages. Muslim.
https://www.ethnologue.com/language/abi;;Côte d’Ivoire
https://www.ethnologue.com/language/abi;ISO 639-3;abi
https://www.ethnologue.com/language/abi;Alternate Names;Abiji
https://www.ethnologue.com/language/abi;Population;50,500 (1993 SIL).
https://www.ethnologue.com/language/abi;Location;Lagunes district: Dabou and Sikensi subprefectures, Agboville area. 12 villages.
https://www.ethnologue.com/language/abi;Language Maps;Côte d’Ivoire
https://www.ethnologue.com/language/abi;Language Status;5 (Developing).
https://www.ethnologue.com/language/abi;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Agneby
https://www.ethnologue.com/language/abi;Dialects;Enyembe, Ogbru.
https://www.ethnologue.com/language/abi;Typology;Nasalization on syllable
https://www.ethnologue.com/language/abi;Language Use;Also use Adioukrou [adj], Baoulé [bci], French [fra], Jula [dyu].
https://www.ethnologue.com/language/abi;Language Development;Literacy rate in L1: 1%–5%. Literacy rate in L2: 25%–50%. NT: 2001.
https://www.ethnologue.com/language/abi;Language Resources;OLAC resources in and about Abidji
https://www.ethnologue.com/language/abi;Writing;Latin script [Latn].
https://www.ethnologue.com/language/abi;Other Comments;Christian.
https://www.ethnologue.com/language/abj;;India
https://www.ethnologue.com/language/abj;ISO 639-3;abj
https://www.ethnologue.com/language/abj;Alternate Names;Aka-Beada, Aka-Biada, Bea, Beada, Biada, Bogijiab, Bojigniji, Bojigyab
https://www.ethnologue.com/language/abj;Population;No known L1 speakers.
https://www.ethnologue.com/language/abj;Location;Andaman and Nicobar Islands union territory: South Andaman Island except northeast coast, and north and east interiors
https://www.ethnologue.com/language/abj;Language Status;10 (Extinct).
https://www.ethnologue.com/language/abj;Classification;Andamanese, Great Andamanese, Central
https://www.ethnologue.com/language/abj;Language Resources;OLAC resources in and about Aka-Bea
https://www.ethnologue.com/language/abk;;Georgia
https://www.ethnologue.com/language/abk;ISO 639-3;abk
https://www.ethnologue.com/language/abk;Alternate Names;Abxazo
https://www.ethnologue.com/language/abk;Autonym;????? ??????? (A?sua byzšwa), ??????? (A?sšwa)
https://www.ethnologue.com/language/abk;Population;129,000 (2015 J. Leclerc). Total users in all countries: 190,110.
https://www.ethnologue.com/language/abk;Location;Abkhazia region: Black Sea coast, separate areas near Gudaut’a and Och’amch’re.
https://www.ethnologue.com/language/abk;Language Maps;Georgia
https://www.ethnologue.com/language/abk;Language Status;2 (Provincial). Statutory provincial language in Abkhazia, co-official with Georgian (1995, Constitution, Article 8).
https://www.ethnologue.com/language/abk;Classification;North Caucasian, West Caucasian, Abkhaz-Abazin
https://www.ethnologue.com/language/abk;Dialects;Bzyb, Abzhui, Samurzakan. Closely related to Abaza [abq].
https://www.ethnologue.com/language/abk;Language Use;94% speak it as L1.
https://www.ethnologue.com/language/abk;Language Development;Dictionary. Grammar. NT: 1912–2004.
https://www.ethnologue.com/language/abk;Language Resources;OLAC resources in and about Abkhaz
https://www.ethnologue.com/language/abk;Writing;Cyrillic script [Cyrl], used since 1860s. Georgian (Mkhedruli and Mtavruli) script [Geor], no longer in use.
https://www.ethnologue.com/language/abk;Other Comments;Christian, Muslim.
https://www.ethnologue.com/language/abl;;Indonesia
https://www.ethnologue.com/language/abl;ISO 639-3;abl
https://www.ethnologue.com/language/abl;Alternate Names;Abung, Lampong
https://www.ethnologue.com/language/abl;Population;180,000 (2000 census).
https://www.ethnologue.com/language/abl;Location;Lampung province: 3 enclaves east between Kanan and Seputih rivers.
https://www.ethnologue.com/language/abl;Language Maps;Indonesia, Sumatra
https://www.ethnologue.com/language/abl;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/abl;Classification;Austronesian, Malayo-Polynesian, Lampung
https://www.ethnologue.com/language/abl;Dialects;Abung, Tulangbawang, Sukadana, Melinting. Many differences in vocabulary and phonology with Lampung Api [ljp]. Lexical similarity: 72% between the Menggala dialect and the Kalianda dialect of Lampung Api [ljp], 77% among dialects.
https://www.ethnologue.com/language/abl;Language Use;Home. All ages. Positive attitudes. Also use Indonesian [ind], especially in education, religion, and civil domains.
https://www.ethnologue.com/language/abl;Language Development;Taught in primary schools, as an auxiliary medium. Literature.
https://www.ethnologue.com/language/abl;Language Resources;OLAC resources in and about Lampung Nyo
https://www.ethnologue.com/language/abl;Writing;Kaganga script [Rjng].
https://www.ethnologue.com/language/abl;Other Comments;Muslim.
https://www.ethnologue.com/language/abm;;Nigeria
https://www.ethnologue.com/language/abm;ISO 639-3;abm
https://www.ethnologue.com/language/abm;Alternate Names;Abanyum, Befun, Bofon, Mbofon
https://www.ethnologue.com/language/abm;Population;12,500 (1986).
https://www.ethnologue.com/language/abm;Location;Cross River state: Ikom LGA, Abangkang, main village.
https://www.ethnologue.com/language/abm;Language Maps;Nigeria, Map 10
https://www.ethnologue.com/language/abm;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/abm;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Ekoid, Bakor
https://www.ethnologue.com/language/abm;Dialects;None known. Other Bakor varieties not intelligible unless acquired. Lexical similarity: 71% with Nkem-Nkum [isi], 72% with Nnam [nbp], 66%–68% with Ekajuk [eka], 65%–67% with Nde-Nsele-Nta [ndd], 56% with Efutop [ofu].
https://www.ethnologue.com/language/abm;Language Use;Home, community. All ages. Most also use Nigerian Pidgin [pcm]. Also use Ekajuk [eka], Nde-Nsele-Nta [ndd], Nkem-Nkum [isi], Nnam [nbp]. Used as L2 by Nde-Nsele-Nta [ndd].
https://www.ethnologue.com/language/abm;Language Development;English [eng] used in school.
https://www.ethnologue.com/language/abm;Language Resources;OLAC resources in and about Abanyom
https://www.ethnologue.com/language/abm;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/abn;;Nigeria
https://www.ethnologue.com/language/abn;ISO 639-3;abn
https://www.ethnologue.com/language/abn;Autonym;Abuan
https://www.ethnologue.com/language/abn;Population;25,000 (Faraclas 1989).
https://www.ethnologue.com/language/abn;Location;Rivers state: Ahoada and Degema LGAs.
https://www.ethnologue.com/language/abn;Language Maps;Nigeria, Map 9
https://www.ethnologue.com/language/abn;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/abn;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta, Abua-Odual
https://www.ethnologue.com/language/abn;Dialects;Central Abuan, Emughan, Otapha (Otabha), Okpeden. Central dialect understood by all others. Lexical similarity: 70% with Odual [odu].
https://www.ethnologue.com/language/abn;Language Use;Vigorous.
https://www.ethnologue.com/language/abn;Language Development;Dictionary. NT: 1978.
https://www.ethnologue.com/language/abn;Language Resources;OLAC resources in and about Abua
https://www.ethnologue.com/language/abn;Writing;Latin script [Latn].
https://www.ethnologue.com/language/abo;;Nigeria
